ap,signal,sequence,x,y,z
A,16.0,105.0,21.0,17.0,2.0
A,17.0,106.0,21.0,17.0,2.0
A,16.0,107.0,21.0,17.0,2.0
A,18.0,108.0,21.0,17.0,2.0
A,16.0,109.0,21.0,17.0,2.0
A,18.0,110.0,21.0,17.0,2.0
A,16.0,111.0,21.0,17.0,2.0
A,18.0,112.0,21.0,17.0,2.0
A,17.0,113.0,21.0,17.0,2.0
A,17.0,114.0,21.0,17.0,2.0
B,26.0,46.0,21.0,17.0,2.0
B,25.0,47.0,21.0,17.0,2.0
B,25.0,48.0,21.0,17.0,2.0
B,25.0,49.0,21.0,17.0,2.0
B,25.0,50.0,21.0,17.0,2.0
B,25.0,51.0,21.0,17.0,2.0
B,25.0,52.0,21.0,17.0,2.0
B,25.0,53.0,21.0,17.0,2.0
B,27.0,54.0,21.0,17.0,2.0
B,26.0,55.0,21.0,17.0,2.0
D,49.0,38.0,21.0,17.0,2.0
D,37.0,39.0,21.0,17.0,2.0
D,48.0,40.0,21.0,17.0,2.0
D,34.0,41.0,21.0,17.0,2.0
D,48.0,42.0,21.0,17.0,2.0
D,49.0,43.0,21.0,17.0,2.0
D,48.0,44.0,21.0,17.0,2.0
D,34.0,45.0,21.0,17.0,2.0
C,18.0,46.0,21.0,17.0,2.0
C,17.0,47.0,21.0,17.0,2.0
C,19.0,48.0,21.0,17.0,2.0
C,18.0,49.0,21.0,17.0,2.0
C,19.0,50.0,21.0,17.0,2.0
C,19.0,51.0,21.0,17.0,2.0
C,20.0,52.0,21.0,17.0,2.0
C,18.0,53.0,21.0,17.0,2.0
C,19.0,54.0,21.0,17.0,2.0
C,19.0,55.0,21.0,17.0,2.0
A,17.0,115.0,21.0,17.0,2.0
A,16.0,116.0,21.0,17.0,2.0
A,17.0,117.0,21.0,17.0,2.0
A,17.0,118.0,21.0,17.0,2.0
A,17.0,119.0,21.0,17.0,2.0
A,18.0,120.0,21.0,17.0,2.0
A,16.0,121.0,21.0,17.0,2.0
A,18.0,122.0,21.0,17.0,2.0
A,18.0,123.0,21.0,17.0,2.0
A,17.0,124.0,21.0,17.0,2.0
A,17.0,125.0,21.0,17.0,2.0
A,16.0,126.0,21.0,17.0,2.0
A,16.0,127.0,21.0,17.0,2.0
A,18.0,128.0,21.0,17.0,2.0
A,16.0,129.0,21.0,17.0,2.0
A,17.0,130.0,21.0,17.0,2.0
A,17.0,131.0,21.0,17.0,2.0
A,17.0,132.0,21.0,17.0,2.0
A,16.0,133.0,21.0,17.0,2.0
A,18.0,134.0,21.0,17.0,2.0
B,27.0,56.0,21.0,17.0,2.0
B,28.0,57.0,21.0,17.0,2.0
B,27.0,58.0,21.0,17.0,2.0
B,26.0,59.0,21.0,17.0,2.0
B,27.0,60.0,21.0,17.0,2.0
B,28.0,61.0,21.0,17.0,2.0
B,27.0,62.0,21.0,17.0,2.0
B,27.0,63.0,21.0,17.0,2.0
B,27.0,64.0,21.0,17.0,2.0
B,26.0,65.0,21.0,17.0,2.0
D,49.0,46.0,21.0,17.0,2.0
D,37.0,47.0,21.0,17.0,2.0
D,49.0,48.0,21.0,17.0,2.0
D,34.0,49.0,21.0,17.0,2.0
D,34.0,50.0,21.0,17.0,2.0
D,49.0,51.0,21.0,17.0,2.0
C,19.0,56.0,21.0,17.0,2.0
C,20.0,57.0,21.0,17.0,2.0
C,20.0,58.0,21.0,17.0,2.0
C,19.0,59.0,21.0,17.0,2.0
C,20.0,60.0,21.0,17.0,2.0
C,19.0,61.0,21.0,17.0,2.0
C,20.0,62.0,21.0,17.0,2.0
C,20.0,63.0,21.0,17.0,2.0
C,20.0,64.0,21.0,17.0,2.0
C,20.0,65.0,21.0,17.0,2.0
A,16.0,135.0,21.0,17.0,2.0
A,15.0,136.0,21.0,17.0,2.0
A,17.0,137.0,21.0,17.0,2.0
A,17.0,138.0,21.0,17.0,2.0
A,17.0,139.0,21.0,17.0,2.0
A,17.0,140.0,21.0,17.0,2.0
A,17.0,141.0,21.0,17.0,2.0
A,17.0,142.0,21.0,17.0,2.0
A,17.0,143.0,21.0,17.0,2.0
A,18.0,144.0,21.0,17.0,2.0
A,17.0,145.0,21.0,17.0,2.0
A,16.0,146.0,21.0,17.0,2.0
A,16.0,147.0,21.0,17.0,2.0
A,17.0,148.0,21.0,17.0,2.0
A,17.0,149.0,21.0,17.0,2.0
A,18.0,150.0,21.0,17.0,2.0
A,18.0,151.0,21.0,17.0,2.0
A,16.0,152.0,21.0,17.0,2.0
A,17.0,153.0,21.0,17.0,2.0
B,27.0,66.0,21.0,17.0,2.0
B,26.0,67.0,21.0,17.0,2.0
B,26.0,68.0,21.0,17.0,2.0
B,27.0,69.0,21.0,17.0,2.0
B,26.0,70.0,21.0,17.0,2.0
B,27.0,71.0,21.0,17.0,2.0
B,26.0,72.0,21.0,17.0,2.0
B,26.0,73.0,21.0,17.0,2.0
B,27.0,74.0,21.0,17.0,2.0
B,27.0,75.0,21.0,17.0,2.0
D,35.0,52.0,21.0,17.0,2.0
D,35.0,53.0,21.0,17.0,2.0
D,35.0,54.0,21.0,17.0,2.0
D,48.0,55.0,21.0,17.0,2.0
D,49.0,56.0,21.0,17.0,2.0
C,19.0,66.0,21.0,17.0,2.0
C,19.0,67.0,21.0,17.0,2.0
C,21.0,68.0,21.0,17.0,2.0
C,22.0,69.0,21.0,17.0,2.0
C,20.0,70.0,21.0,17.0,2.0
C,20.0,71.0,21.0,17.0,2.0
C,19.0,72.0,21.0,17.0,2.0
C,19.0,73.0,21.0,17.0,2.0
C,19.0,74.0,21.0,17.0,2.0
C,20.0,75.0,21.0,17.0,2.0
A,17.0,154.0,21.0,17.0,2.0
A,17.0,155.0,21.0,17.0,2.0
A,17.0,156.0,21.0,17.0,2.0
A,17.0,157.0,21.0,17.0,2.0
A,18.0,158.0,21.0,17.0,2.0
A,18.0,159.0,21.0,17.0,2.0
A,18.0,160.0,21.0,17.0,2.0
A,18.0,161.0,21.0,17.0,2.0
A,18.0,162.0,21.0,17.0,2.0
A,16.0,163.0,21.0,17.0,2.0
A,17.0,164.0,21.0,17.0,2.0
A,16.0,165.0,21.0,17.0,2.0
A,18.0,166.0,21.0,17.0,2.0
A,16.0,167.0,21.0,17.0,2.0
A,17.0,168.0,21.0,17.0,2.0
A,18.0,169.0,21.0,17.0,2.0
A,17.0,170.0,21.0,17.0,2.0
A,16.0,171.0,21.0,17.0,2.0
A,18.0,172.0,21.0,17.0,2.0
B,25.0,76.0,21.0,17.0,2.0
B,26.0,77.0,21.0,17.0,2.0
B,26.0,78.0,21.0,17.0,2.0
B,23.0,79.0,21.0,17.0,2.0
B,24.0,80.0,21.0,17.0,2.0
B,24.0,81.0,21.0,17.0,2.0
B,23.0,82.0,21.0,17.0,2.0
B,23.0,83.0,21.0,17.0,2.0
B,23.0,84.0,21.0,17.0,2.0
B,22.0,85.0,21.0,17.0,2.0
D,53.0,57.0,21.0,17.0,2.0
D,37.0,58.0,21.0,17.0,2.0
D,52.0,59.0,21.0,17.0,2.0
D,36.0,60.0,21.0,17.0,2.0
D,51.0,61.0,21.0,17.0,2.0
D,36.0,62.0,21.0,17.0,2.0
D,52.0,63.0,21.0,17.0,2.0
D,36.0,64.0,21.0,17.0,2.0
A,13.0,0.0,20.0,17.0,2.0
A,12.0,1.0,20.0,17.0,2.0
A,14.0,2.0,20.0,17.0,2.0
A,14.0,3.0,20.0,17.0,2.0
A,13.0,4.0,20.0,17.0,2.0
A,11.0,5.0,20.0,17.0,2.0
A,11.0,6.0,20.0,17.0,2.0
A,10.0,7.0,20.0,17.0,2.0
A,10.0,8.0,20.0,17.0,2.0
A,9.0,9.0,20.0,17.0,2.0
A,11.0,10.0,20.0,17.0,2.0
A,10.0,11.0,20.0,17.0,2.0
A,9.0,12.0,20.0,17.0,2.0
A,11.0,13.0,20.0,17.0,2.0
A,11.0,14.0,20.0,17.0,2.0
A,10.0,15.0,20.0,17.0,2.0
A,11.0,16.0,20.0,17.0,2.0
B,25.0,0.0,20.0,17.0,2.0
B,24.0,1.0,20.0,17.0,2.0
B,24.0,2.0,20.0,17.0,2.0
B,25.0,3.0,20.0,17.0,2.0
B,22.0,4.0,20.0,17.0,2.0
B,23.0,5.0,20.0,17.0,2.0
B,22.0,6.0,20.0,17.0,2.0
B,23.0,7.0,20.0,17.0,2.0
B,24.0,8.0,20.0,17.0,2.0
D,40.0,0.0,20.0,17.0,2.0
D,39.0,1.0,20.0,17.0,2.0
D,40.0,2.0,20.0,17.0,2.0
D,38.0,3.0,20.0,17.0,2.0
C,24.0,0.0,20.0,17.0,2.0
C,22.0,1.0,20.0,17.0,2.0
C,22.0,2.0,20.0,17.0,2.0
C,23.0,3.0,20.0,17.0,2.0
C,22.0,4.0,20.0,17.0,2.0
C,22.0,5.0,20.0,17.0,2.0
C,23.0,6.0,20.0,17.0,2.0
C,23.0,7.0,20.0,17.0,2.0
C,23.0,8.0,20.0,17.0,2.0
A,10.0,17.0,20.0,17.0,2.0
A,9.0,18.0,20.0,17.0,2.0
A,11.0,19.0,20.0,17.0,2.0
A,10.0,20.0,20.0,17.0,2.0
D,8.0,4.0,20.0,17.0,2.0
A,11.0,21.0,20.0,17.0,2.0
A,7.0,22.0,20.0,17.0,2.0
A,7.0,23.0,20.0,17.0,2.0
A,6.0,24.0,20.0,17.0,2.0
A,5.0,25.0,20.0,17.0,2.0
A,6.0,26.0,20.0,17.0,2.0
A,8.0,27.0,20.0,17.0,2.0
A,8.0,28.0,20.0,17.0,2.0
A,7.0,29.0,20.0,17.0,2.0
A,7.0,30.0,20.0,17.0,2.0
A,7.0,31.0,20.0,17.0,2.0
A,7.0,32.0,20.0,17.0,2.0
A,7.0,33.0,20.0,17.0,2.0
A,9.0,34.0,20.0,17.0,2.0
A,9.0,35.0,20.0,17.0,2.0
A,10.0,36.0,20.0,17.0,2.0
B,26.0,9.0,20.0,17.0,2.0
B,25.0,10.0,20.0,17.0,2.0
B,26.0,11.0,20.0,17.0,2.0
B,26.0,12.0,20.0,17.0,2.0
B,26.0,13.0,20.0,17.0,2.0
B,27.0,14.0,20.0,17.0,2.0
B,27.0,15.0,20.0,17.0,2.0
B,26.0,16.0,20.0,17.0,2.0
B,26.0,17.0,20.0,17.0,2.0
D,40.0,5.0,20.0,17.0,2.0
D,43.0,6.0,20.0,17.0,2.0
D,40.0,7.0,20.0,17.0,2.0
D,43.0,8.0,20.0,17.0,2.0
D,40.0,9.0,20.0,17.0,2.0
D,42.0,10.0,20.0,17.0,2.0
C,21.0,9.0,20.0,17.0,2.0
C,22.0,10.0,20.0,17.0,2.0
C,22.0,11.0,20.0,17.0,2.0
C,22.0,12.0,20.0,17.0,2.0
C,21.0,13.0,20.0,17.0,2.0
C,20.0,14.0,20.0,17.0,2.0
C,21.0,15.0,20.0,17.0,2.0
C,22.0,16.0,20.0,17.0,2.0
C,21.0,17.0,20.0,17.0,2.0
A,15.0,37.0,20.0,17.0,2.0
A,15.0,38.0,20.0,17.0,2.0
A,15.0,39.0,20.0,17.0,2.0
A,14.0,40.0,20.0,17.0,2.0
A,14.0,41.0,20.0,17.0,2.0
A,14.0,42.0,20.0,17.0,2.0
A,14.0,43.0,20.0,17.0,2.0
A,14.0,44.0,20.0,17.0,2.0
A,14.0,45.0,20.0,17.0,2.0
A,14.0,46.0,20.0,17.0,2.0
A,15.0,47.0,20.0,17.0,2.0
A,13.0,48.0,20.0,17.0,2.0
A,14.0,49.0,20.0,17.0,2.0
A,14.0,50.0,20.0,17.0,2.0
A,14.0,51.0,20.0,17.0,2.0
A,14.0,52.0,20.0,17.0,2.0
A,14.0,53.0,20.0,17.0,2.0
A,14.0,54.0,20.0,17.0,2.0
A,14.0,55.0,20.0,17.0,2.0
A,15.0,56.0,20.0,17.0,2.0
B,24.0,18.0,20.0,17.0,2.0
B,25.0,19.0,20.0,17.0,2.0
B,26.0,20.0,20.0,17.0,2.0
B,25.0,21.0,20.0,17.0,2.0
B,26.0,22.0,20.0,17.0,2.0
B,25.0,23.0,20.0,17.0,2.0
B,25.0,24.0,20.0,17.0,2.0
B,26.0,25.0,20.0,17.0,2.0
B,31.0,26.0,20.0,17.0,2.0
B,25.0,27.0,20.0,17.0,2.0
B,26.0,28.0,20.0,17.0,2.0
B,25.0,29.0,20.0,17.0,2.0
B,25.0,30.0,20.0,17.0,2.0
D,37.0,11.0,20.0,17.0,2.0
D,38.0,12.0,20.0,17.0,2.0
D,38.0,13.0,20.0,17.0,2.0
D,36.0,14.0,20.0,17.0,2.0
D,38.0,15.0,20.0,17.0,2.0
C,18.0,18.0,20.0,17.0,2.0
C,18.0,19.0,20.0,17.0,2.0
C,19.0,20.0,20.0,17.0,2.0
C,18.0,21.0,20.0,17.0,2.0
C,15.0,22.0,20.0,17.0,2.0
C,16.0,23.0,20.0,17.0,2.0
C,17.0,24.0,20.0,17.0,2.0
C,16.0,25.0,20.0,17.0,2.0
C,15.0,26.0,20.0,17.0,2.0
C,14.0,27.0,20.0,17.0,2.0
A,10.0,57.0,20.0,17.0,2.0
A,14.0,58.0,20.0,17.0,2.0
A,13.0,59.0,20.0,17.0,2.0
A,14.0,60.0,20.0,17.0,2.0
A,14.0,61.0,20.0,17.0,2.0
A,14.0,62.0,20.0,17.0,2.0
A,13.0,63.0,20.0,17.0,2.0
A,13.0,64.0,20.0,17.0,2.0
A,14.0,65.0,20.0,17.0,2.0
A,15.0,66.0,20.0,17.0,2.0
A,13.0,67.0,20.0,17.0,2.0
A,12.0,68.0,20.0,17.0,2.0
A,13.0,69.0,20.0,17.0,2.0
A,14.0,70.0,20.0,17.0,2.0
A,14.0,71.0,20.0,17.0,2.0
A,13.0,72.0,20.0,17.0,2.0
A,13.0,73.0,20.0,17.0,2.0
A,14.0,74.0,20.0,17.0,2.0
A,13.0,75.0,20.0,17.0,2.0
A,14.0,76.0,20.0,17.0,2.0
B,22.0,31.0,20.0,17.0,2.0
B,22.0,32.0,20.0,17.0,2.0
B,22.0,33.0,20.0,17.0,2.0
B,22.0,34.0,20.0,17.0,2.0
B,23.0,35.0,20.0,17.0,2.0
B,21.0,36.0,20.0,17.0,2.0
B,22.0,37.0,20.0,17.0,2.0
B,20.0,38.0,20.0,17.0,2.0
B,21.0,39.0,20.0,17.0,2.0
B,20.0,40.0,20.0,17.0,2.0
D,44.0,16.0,20.0,17.0,2.0
D,48.0,17.0,20.0,17.0,2.0
D,44.0,18.0,20.0,17.0,2.0
D,43.0,19.0,20.0,17.0,2.0
C,19.0,28.0,20.0,17.0,2.0
C,19.0,29.0,20.0,17.0,2.0
C,20.0,30.0,20.0,17.0,2.0
C,19.0,31.0,20.0,17.0,2.0
C,19.0,32.0,20.0,17.0,2.0
C,19.0,33.0,20.0,17.0,2.0
C,20.0,34.0,20.0,17.0,2.0
C,20.0,35.0,20.0,17.0,2.0
C,21.0,36.0,20.0,17.0,2.0
C,20.0,37.0,20.0,17.0,2.0
A,12.0,77.0,20.0,17.0,2.0
A,14.0,78.0,20.0,17.0,2.0
A,14.0,79.0,20.0,17.0,2.0
A,13.0,80.0,20.0,17.0,2.0
A,14.0,81.0,20.0,17.0,2.0
A,13.0,82.0,20.0,17.0,2.0
A,13.0,83.0,20.0,17.0,2.0
A,14.0,84.0,20.0,17.0,2.0
A,13.0,85.0,20.0,17.0,2.0
A,14.0,86.0,20.0,17.0,2.0
A,13.0,87.0,20.0,17.0,2.0
A,13.0,88.0,20.0,17.0,2.0
A,14.0,89.0,20.0,17.0,2.0
A,14.0,90.0,20.0,17.0,2.0
A,13.0,91.0,20.0,17.0,2.0
A,14.0,92.0,20.0,17.0,2.0
A,14.0,93.0,20.0,17.0,2.0
A,15.0,94.0,20.0,17.0,2.0
A,14.0,95.0,20.0,17.0,2.0
A,13.0,96.0,20.0,17.0,2.0
B,21.0,41.0,20.0,17.0,2.0
B,22.0,42.0,20.0,17.0,2.0
B,22.0,43.0,20.0,17.0,2.0
B,23.0,44.0,20.0,17.0,2.0
B,22.0,45.0,20.0,17.0,2.0
B,22.0,46.0,20.0,17.0,2.0
B,22.0,47.0,20.0,17.0,2.0
B,24.0,48.0,20.0,17.0,2.0
B,23.0,49.0,20.0,17.0,2.0
B,23.0,50.0,20.0,17.0,2.0
D,43.0,20.0,20.0,17.0,2.0
D,46.0,21.0,20.0,17.0,2.0
D,44.0,22.0,20.0,17.0,2.0
D,46.0,23.0,20.0,17.0,2.0
D,43.0,24.0,20.0,17.0,2.0
D,43.0,25.0,20.0,17.0,2.0
D,47.0,26.0,20.0,17.0,2.0
D,43.0,27.0,20.0,17.0,2.0
C,21.0,38.0,20.0,17.0,2.0
C,20.0,39.0,20.0,17.0,2.0
C,20.0,40.0,20.0,17.0,2.0
C,20.0,41.0,20.0,17.0,2.0
C,21.0,42.0,20.0,17.0,2.0
C,21.0,43.0,20.0,17.0,2.0
C,21.0,44.0,20.0,17.0,2.0
C,21.0,45.0,20.0,17.0,2.0
C,21.0,46.0,20.0,17.0,2.0
C,21.0,47.0,20.0,17.0,2.0
A,11.0,97.0,20.0,17.0,2.0
A,10.0,98.0,20.0,17.0,2.0
A,4.0,99.0,20.0,17.0,2.0
A,5.0,100.0,20.0,17.0,2.0
A,4.0,101.0,20.0,17.0,2.0
A,5.0,102.0,20.0,17.0,2.0
A,6.0,103.0,20.0,17.0,2.0
A,3.0,104.0,20.0,17.0,2.0
A,10.0,105.0,20.0,17.0,2.0
A,11.0,106.0,20.0,17.0,2.0
A,10.0,107.0,20.0,17.0,2.0
A,9.0,108.0,20.0,17.0,2.0
A,10.0,109.0,20.0,17.0,2.0
A,10.0,110.0,20.0,17.0,2.0
A,12.0,111.0,20.0,17.0,2.0
A,11.0,112.0,20.0,17.0,2.0
A,10.0,113.0,20.0,17.0,2.0
A,10.0,114.0,20.0,17.0,2.0
A,10.0,115.0,20.0,17.0,2.0
B,23.0,51.0,20.0,17.0,2.0
B,22.0,52.0,20.0,17.0,2.0
B,24.0,53.0,20.0,17.0,2.0
B,24.0,54.0,20.0,17.0,2.0
B,24.0,55.0,20.0,17.0,2.0
B,24.0,56.0,20.0,17.0,2.0
B,24.0,57.0,20.0,17.0,2.0
B,23.0,58.0,20.0,17.0,2.0
B,22.0,59.0,20.0,17.0,2.0
B,23.0,60.0,20.0,17.0,2.0
D,42.0,28.0,20.0,17.0,2.0
D,42.0,29.0,20.0,17.0,2.0
D,45.0,30.0,20.0,17.0,2.0
D,43.0,31.0,20.0,17.0,2.0
D,43.0,32.0,20.0,17.0,2.0
C,20.0,48.0,20.0,17.0,2.0
C,21.0,49.0,20.0,17.0,2.0
C,20.0,50.0,20.0,17.0,2.0
C,20.0,51.0,20.0,17.0,2.0
C,20.0,52.0,20.0,17.0,2.0
C,20.0,53.0,20.0,17.0,2.0
C,20.0,54.0,20.0,17.0,2.0
C,21.0,55.0,20.0,17.0,2.0
C,22.0,56.0,20.0,17.0,2.0
C,21.0,57.0,20.0,17.0,2.0
A,11.0,116.0,20.0,17.0,2.0
A,9.0,117.0,20.0,17.0,2.0
A,9.0,118.0,20.0,17.0,2.0
A,9.0,119.0,20.0,17.0,2.0
A,9.0,120.0,20.0,17.0,2.0
A,9.0,121.0,20.0,17.0,2.0
A,9.0,122.0,20.0,17.0,2.0
A,9.0,123.0,20.0,17.0,2.0
A,10.0,124.0,20.0,17.0,2.0
A,8.0,125.0,20.0,17.0,2.0
A,8.0,126.0,20.0,17.0,2.0
A,8.0,127.0,20.0,17.0,2.0
A,9.0,128.0,20.0,17.0,2.0
A,9.0,129.0,20.0,17.0,2.0
A,12.0,130.0,20.0,17.0,2.0
A,11.0,131.0,20.0,17.0,2.0
A,11.0,132.0,20.0,17.0,2.0
A,11.0,133.0,20.0,17.0,2.0
A,11.0,134.0,20.0,17.0,2.0
B,25.0,61.0,20.0,17.0,2.0
B,25.0,62.0,20.0,17.0,2.0
B,25.0,63.0,20.0,17.0,2.0
B,25.0,64.0,20.0,17.0,2.0
B,24.0,65.0,20.0,17.0,2.0
B,24.0,66.0,20.0,17.0,2.0
B,25.0,67.0,20.0,17.0,2.0
B,24.0,68.0,20.0,17.0,2.0
B,24.0,69.0,20.0,17.0,2.0
B,24.0,70.0,20.0,17.0,2.0
D,44.0,33.0,20.0,17.0,2.0
D,44.0,34.0,20.0,17.0,2.0
D,44.0,35.0,20.0,17.0,2.0
D,41.0,36.0,20.0,17.0,2.0
C,23.0,58.0,20.0,17.0,2.0
C,23.0,59.0,20.0,17.0,2.0
C,22.0,60.0,20.0,17.0,2.0
C,22.0,61.0,20.0,17.0,2.0
C,23.0,62.0,20.0,17.0,2.0
C,23.0,63.0,20.0,17.0,2.0
C,23.0,64.0,20.0,17.0,2.0
C,22.0,65.0,20.0,17.0,2.0
C,23.0,66.0,20.0,17.0,2.0
C,23.0,67.0,20.0,17.0,2.0
A,11.0,135.0,20.0,17.0,2.0
A,11.0,136.0,20.0,17.0,2.0
A,11.0,137.0,20.0,17.0,2.0
A,12.0,138.0,20.0,17.0,2.0
A,11.0,139.0,20.0,17.0,2.0
A,11.0,140.0,20.0,17.0,2.0
A,12.0,141.0,20.0,17.0,2.0
A,11.0,142.0,20.0,17.0,2.0
A,12.0,143.0,20.0,17.0,2.0
A,12.0,144.0,20.0,17.0,2.0
A,12.0,145.0,20.0,17.0,2.0
A,11.0,146.0,20.0,17.0,2.0
A,11.0,147.0,20.0,17.0,2.0
A,10.0,148.0,20.0,17.0,2.0
A,13.0,149.0,20.0,17.0,2.0
A,12.0,150.0,20.0,17.0,2.0
A,12.0,151.0,20.0,17.0,2.0
A,12.0,152.0,20.0,17.0,2.0
A,12.0,153.0,20.0,17.0,2.0
B,24.0,71.0,20.0,17.0,2.0
B,25.0,72.0,20.0,17.0,2.0
B,24.0,73.0,20.0,17.0,2.0
B,24.0,74.0,20.0,17.0,2.0
B,24.0,75.0,20.0,17.0,2.0
B,24.0,76.0,20.0,17.0,2.0
B,25.0,77.0,20.0,17.0,2.0
B,23.0,78.0,20.0,17.0,2.0
B,24.0,79.0,20.0,17.0,2.0
B,24.0,80.0,20.0,17.0,2.0
D,41.0,37.0,20.0,17.0,2.0
D,42.0,38.0,20.0,17.0,2.0
C,22.0,68.0,20.0,17.0,2.0
C,23.0,69.0,20.0,17.0,2.0
C,23.0,70.0,20.0,17.0,2.0
C,22.0,71.0,20.0,17.0,2.0
C,23.0,72.0,20.0,17.0,2.0
C,23.0,73.0,20.0,17.0,2.0
C,23.0,74.0,20.0,17.0,2.0
C,22.0,75.0,20.0,17.0,2.0
C,23.0,76.0,20.0,17.0,2.0
C,22.0,77.0,20.0,17.0,2.0
A,12.0,154.0,20.0,17.0,2.0
A,13.0,155.0,20.0,17.0,2.0
A,12.0,156.0,20.0,17.0,2.0
A,9.0,157.0,20.0,17.0,2.0
A,11.0,158.0,20.0,17.0,2.0
D,8.0,39.0,20.0,17.0,2.0
A,11.0,159.0,20.0,17.0,2.0
A,13.0,160.0,20.0,17.0,2.0
A,14.0,161.0,20.0,17.0,2.0
A,10.0,162.0,20.0,17.0,2.0
A,10.0,163.0,20.0,17.0,2.0
A,9.0,164.0,20.0,17.0,2.0
A,10.0,165.0,20.0,17.0,2.0
A,13.0,166.0,20.0,17.0,2.0
D,6.0,40.0,20.0,17.0,2.0
A,11.0,167.0,20.0,17.0,2.0
A,11.0,168.0,20.0,17.0,2.0
A,11.0,169.0,20.0,17.0,2.0
A,12.0,170.0,20.0,17.0,2.0
A,12.0,171.0,20.0,17.0,2.0
A,10.0,172.0,20.0,17.0,2.0
B,24.0,81.0,20.0,17.0,2.0
B,24.0,82.0,20.0,17.0,2.0
B,25.0,83.0,20.0,17.0,2.0
B,24.0,84.0,20.0,17.0,2.0
B,24.0,85.0,20.0,17.0,2.0
B,24.0,86.0,20.0,17.0,2.0
B,24.0,87.0,20.0,17.0,2.0
B,24.0,88.0,20.0,17.0,2.0
B,23.0,89.0,20.0,17.0,2.0
B,25.0,90.0,20.0,17.0,2.0
D,45.0,41.0,20.0,17.0,2.0
D,44.0,42.0,20.0,17.0,2.0
C,22.0,78.0,20.0,17.0,2.0
C,22.0,79.0,20.0,17.0,2.0
C,22.0,80.0,20.0,17.0,2.0
C,22.0,81.0,20.0,17.0,2.0
C,23.0,82.0,20.0,17.0,2.0
C,21.0,83.0,20.0,17.0,2.0
C,23.0,84.0,20.0,17.0,2.0
C,22.0,85.0,20.0,17.0,2.0
C,23.0,86.0,20.0,17.0,2.0
C,23.0,87.0,20.0,17.0,2.0
A,10.0,173.0,20.0,17.0,2.0
A,9.0,174.0,20.0,17.0,2.0
A,9.0,175.0,20.0,17.0,2.0
A,9.0,176.0,20.0,17.0,2.0
A,10.0,177.0,20.0,17.0,2.0
A,8.0,0.0,19.0,17.0,2.0
A,10.0,1.0,19.0,17.0,2.0
A,7.0,2.0,19.0,17.0,2.0
A,5.0,3.0,19.0,17.0,2.0
A,9.0,4.0,19.0,17.0,2.0
A,5.0,5.0,19.0,17.0,2.0
A,10.0,6.0,19.0,17.0,2.0
A,10.0,7.0,19.0,17.0,2.0
A,9.0,8.0,19.0,17.0,2.0
A,9.0,9.0,19.0,17.0,2.0
A,10.0,10.0,19.0,17.0,2.0
A,10.0,11.0,19.0,17.0,2.0
A,9.0,12.0,19.0,17.0,2.0
A,8.0,13.0,19.0,17.0,2.0
A,8.0,14.0,19.0,17.0,2.0
A,9.0,15.0,19.0,17.0,2.0
A,10.0,16.0,19.0,17.0,2.0
A,13.0,17.0,19.0,17.0,2.0
B,21.0,0.0,19.0,17.0,2.0
B,19.0,1.0,19.0,17.0,2.0
B,21.0,2.0,19.0,17.0,2.0
B,20.0,3.0,19.0,17.0,2.0
B,21.0,4.0,19.0,17.0,2.0
B,21.0,5.0,19.0,17.0,2.0
B,24.0,6.0,19.0,17.0,2.0
B,23.0,7.0,19.0,17.0,2.0
B,24.0,8.0,19.0,17.0,2.0
D,34.0,0.0,19.0,17.0,2.0
D,33.0,1.0,19.0,17.0,2.0
D,36.0,2.0,19.0,17.0,2.0
D,33.0,3.0,19.0,17.0,2.0
D,32.0,4.0,19.0,17.0,2.0
D,37.0,5.0,19.0,17.0,2.0
C,25.0,0.0,19.0,17.0,2.0
C,24.0,1.0,19.0,17.0,2.0
C,25.0,2.0,19.0,17.0,2.0
C,24.0,3.0,19.0,17.0,2.0
C,23.0,4.0,19.0,17.0,2.0
C,22.0,5.0,19.0,17.0,2.0
C,21.0,6.0,19.0,17.0,2.0
C,20.0,7.0,19.0,17.0,2.0
C,20.0,8.0,19.0,17.0,2.0
A,10.0,18.0,19.0,17.0,2.0
A,9.0,19.0,19.0,17.0,2.0
A,9.0,20.0,19.0,17.0,2.0
A,9.0,21.0,19.0,17.0,2.0
A,10.0,22.0,19.0,17.0,2.0
A,9.0,23.0,19.0,17.0,2.0
A,10.0,24.0,19.0,17.0,2.0
A,9.0,25.0,19.0,17.0,2.0
A,9.0,26.0,19.0,17.0,2.0
A,9.0,27.0,19.0,17.0,2.0
A,10.0,28.0,19.0,17.0,2.0
A,9.0,29.0,19.0,17.0,2.0
A,9.0,30.0,19.0,17.0,2.0
A,8.0,31.0,19.0,17.0,2.0
A,9.0,32.0,19.0,17.0,2.0
A,9.0,33.0,19.0,17.0,2.0
A,9.0,34.0,19.0,17.0,2.0
A,9.0,35.0,19.0,17.0,2.0
A,8.0,36.0,19.0,17.0,2.0
B,22.0,9.0,19.0,17.0,2.0
B,21.0,10.0,19.0,17.0,2.0
B,21.0,11.0,19.0,17.0,2.0
B,22.0,12.0,19.0,17.0,2.0
B,21.0,13.0,19.0,17.0,2.0
B,22.0,14.0,19.0,17.0,2.0
B,22.0,15.0,19.0,17.0,2.0
B,22.0,16.0,19.0,17.0,2.0
B,22.0,17.0,19.0,17.0,2.0
